Id,Name,School,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score,,Id,Name,Email,School,Column1,Gender,Part Time Job,Absence Days,Extracurricular Activities,Weekly Self Study Hours,Career Aspiration,Math Score,History Score,Physics Score,Chemistry Score,Biology Score,English Score,Geography Score
1015,Jackson Smith,Gsling Academy,M,TRUE,10,FALSE,4,Business Owner,94,61,60,77,75,93,60,,,,,,,,,,,,,,,,,,,
1016,Craig Weber,Digital Fortress,M,FALSE,3,FALSE,34,Designer,93,70,80,67,77,80,91,,,,,,,,,,,,,,,,,,,
1017,Joseph Carpenter,Gsling Academy,M,FALSE,2,FALSE,30,Software Engineer,90,69,91,84,65,86,93,,,,,,,,,,,,,,,,,,,
1018,Sarah Tucker,Digital Fortress,F,FALSE,3,FALSE,18,Unknown,67,60,87,73,92,82,70,,,,,,,,,,,,,,,,,,,
1019,Steven Hernandez,Gsling Academy,M,FALSE,3,FALSE,32,Accountant,81,91,73,72,49,81,72,,,,,,,,,,,,,,,,,,,
1020,Robert Foley,Digital Fortress,M,FALSE,1,FALSE,31,Software Engineer,95,71,88,96,82,65,80,,,,,,,,,,,,,,,,,,,
1021,Michael Carr,Gsling Academy,M,FALSE,10,FALSE,0,Business Owner,67,50,93,86,66,73,85,,,,,,,,,,,,,,,,,,,
1022,Walter Herrera,Gsling Academy,M,FALSE,7,FALSE,3,Game Developer,83,69,99,88,87,81,68,,,,,,,,,,,,,,,,,,,
1023,Sarah Mckinney,Gsling Academy,F,FALSE,3,TRUE,5,Artist,87,96,67,64,67,81,90,,,,,,,,,,,,,,,,,,,
1024,Jacob Nguyen,Gsling Academy,M,FALSE,3,TRUE,24,Construction Engineer,82,71,84,68,74,64,73,,,,,,,,,,,,,,,,,,,
1025,Mary Garza,Gsling Academy,F,FALSE,4,FALSE,27,Accountant,97,87,65,90,66,84,75,,,,,,,,,,,,,,,,,,,
1026,Jesse Hawkins,Gsling Academy,M,FALSE,1,TRUE,21,Software Engineer,88,67,77,89,97,70,71,,,,,,,,,,,,,,,,,,,
1027,Jordan Boyd,Gsling Academy,F,FALSE,4,FALSE,32,Banker,91,94,81,61,61,82,73,,,,,,,,,,,,,,,,,,,
1028,Latoya Mullins,Digital Fortress,F,TRUE,7,FALSE,5,Business Owner,77,60,83,65,81,80,88,,,,,,,,,,,,,,,,,,,
1029,Jill Armstrong,Digital Fortress,F,FALSE,7,FALSE,7,Unknown,94,65,96,77,83,75,98,,,,,,,,,,,,,,,,,,,
1030,Aaron Peterson,Digital Fortress,M,TRUE,8,FALSE,1,Business Owner,100,82,91,82,70,51,77,,,,,,,,,,,,,,,,,,,
1031,April Greene,Digital Fortress,F,FALSE,3,FALSE,22,Banker,96,75,79,72,69,94,64,,,,,,,,,,,,,,,,,,,
1032,Theodore Gomez,Gsling Academy,M,FALSE,5,TRUE,15,Accountant,75,64,76,65,44,80,91,,,,,,,,,,,,,,,,,,,
1033,John Gardner,Gsling Academy,M,FALSE,1,FALSE,12,Government Officer,94,84,85,63,67,89,66,,,,,,,,,,,,,,,,,,,
1034,Joseph Petersen,Digital Fortress,M,FALSE,3,TRUE,21,Unknown,89,100,89,65,91,83,61,,,,,,,,,,,,,,,,,,,
1035,Matthew Potter,Gsling Academy,M,TRUE,5,FALSE,24,Stock Investor,100,80,74,87,77,95,92,,,,,,,,,,,,,,,,,,,
1036,Linda Munoz,Digital Fortress,F,FALSE,7,FALSE,18,Accountant,94,97,61,67,77,88,70,,,,,,,,,,,,,,,,,,,
1037,Samantha Stewart,Digital Fortress,F,FALSE,6,FALSE,4,Government Officer,78,78,100,87,98,80,98,,,,,,,,,,,,,,,,,,,
1038,Michael Reyes,Gsling Academy,M,TRUE,6,FALSE,5,Business Owner,65,71,88,57,75,62,62,,,,,,,,,,,,,,,,,,,
1039,Sarah Murphy,Digital Fortress,F,TRUE,7,FALSE,32,Writer,68,81,72,76,93,94,97,,,,,,,,,,,,,,,,,,,
1040,Derrick Melton,Digital Fortress,M,FALSE,8,TRUE,0,Artist,93,78,98,76,86,89,92,,,,,,,,,,,,,,,,,,,
1041,Donna Horne,Digital Fortress,F,FALSE,2,FALSE,34,Scientist,100,64,95,83,83,94,83,,,,,,,,,,,,,,,,,,,
1042,Natasha Butler,Gsling Academy,F,FALSE,5,FALSE,28,Lawyer,85,99,64,78,63,95,91,,,,,,,,,,,,,,,,,,,
1043,David Vasquez,Gsling Academy,M,TRUE,1,TRUE,30,Doctor,80,93,82,89,94,95,70,,,,,,,,,,,,,,,,,,,
1044,Christopher Lester,Digital Fortress,M,FALSE,8,FALSE,31,Lawyer,97,80,60,98,86,83,75,,,,,,,,,,,,,,,,,,,
1045,Martin Franco,Digital Fortress,M,FALSE,3,TRUE,33,Software Engineer,85,90,100,84,95,77,62,,,,,,,,,,,,,,,,,,,
1046,Katherine Donaldson,Digital Fortress,F,FALSE,2,FALSE,28,Banker,87,76,87,98,61,92,81,,,,,,,,,,,,,,,,,,,
1047,Harold Daniels,Gsling Academy,M,FALSE,2,FALSE,31,Banker,79,70,82,63,90,89,96,,,,,,,,,,,,,,,,,,,
1048,Michael Anderson,Digital Fortress,M,TRUE,3,FALSE,7,Government Officer,87,86,73,88,98,71,85,,,,,,,,,,,,,,,,,,,
1049,Nichole Harrington,Digital Fortress,F,FALSE,6,FALSE,28,Lawyer,72,88,62,60,97,86,64,,,,,,,,,,,,,,,,,,,
1050,Wendy Clark,Digital Fortress,F,FALSE,4,TRUE,44,Doctor,89,99,93,99,87,89,98,,,,,,,,,,,,,,,,,,,
1051,Chelsea Taylor,Gsling Academy,F,TRUE,0,FALSE,13,Unknown,62,88,87,90,84,88,95,,,,,,,,,,,,,,,,,,,
1052,Jeffrey Knight,Digital Fortress,M,FALSE,2,FALSE,15,Banker,93,84,86,82,62,87,84,,,,,,,,,,,,,,,,,,,
1053,Katelyn Watkins,Digital Fortress,F,FALSE,3,FALSE,16,Accountant,75,97,97,83,74,74,74,,,,,,,,,,,,,,,,,,,
1054,Anne Johnston,Gsling Academy,F,FALSE,1,FALSE,18,Banker,75,66,61,69,68,96,63,,,,,,,,,,,,,,,,,,,
1055,Rebecca Carpenter,Digital Fortress,F,FALSE,1,FALSE,28,Unknown,88,93,92,70,90,94,85,,,,,,,,,,,,,,,,,,,
1056,Ashley Baker,Digital Fortress,F,FALSE,5,FALSE,29,Lawyer,86,95,95,72,72,80,65,,,,,,,,,,,,,,,,,,,
1057,Lacey Norris,Gsling Academy,F,FALSE,8,FALSE,30,Lawyer,86,98,97,75,83,95,80,,,,,,,,,,,,,,,,,,,
1058,Angela Moore,Gsling Academy,F,FALSE,1,TRUE,32,Software Engineer,99,95,88,68,91,62,75,,,,,,,,,,,,,,,,,,,
1059,Maria Obrien,Gsling Academy,F,FALSE,0,FALSE,19,Software Engineer,95,85,76,96,68,74,93,,,,,,,,,,,,,,,,,,,
1060,Rebecca Larsen,Digital Fortress,F,FALSE,2,FALSE,18,Software Engineer,92,72,61,93,86,97,79,,,,,,,,,,,,,,,,,,,
1061,Amanda Rodriguez,Digital Fortress,F,FALSE,5,FALSE,23,Doctor,88,91,96,99,85,62,86,,,,,,,,,,,,,,,,,,,
1062,Patrick Clark,Gsling Academy,M,FALSE,7,FALSE,16,Banker,92,60,76,61,94,93,94,,,,,,,,,,,,,,,,,,,
1063,Janet Morrison,Gsling Academy,F,TRUE,8,FALSE,1,Business Owner,70,70,75,83,60,86,62,,,,,,,,,,,,,,,,,,,
1064,James Acosta,Gsling Academy,M,TRUE,1,FALSE,35,Scientist,85,90,98,92,89,88,95,,,,,,,,,,,,,,,,,,,
1065,Richard Burke,Digital Fortress,M,FALSE,3,FALSE,32,Unknown,79,78,69,80,72,71,88,,,,,,,,,,,,,,,,,,,
1066,Donald Contreras,Digital Fortress,M,FALSE,0,FALSE,31,Unknown,60,88,75,94,87,82,79,,,,,,,,,,,,,,,,,,,
1067,Kenneth Mendez,Gsling Academy,M,FALSE,10,FALSE,0,Business Owner,63,86,89,87,67,73,80,,,,,,,,,,,,,,,,,,,
1068,Kenneth Sparks,Gsling Academy,M,FALSE,3,FALSE,24,Banker,99,77,82,60,88,91,93,,,,,,,,,,,,,,,,,,,
1069,Natasha Morales,Digital Fortress,F,FALSE,4,FALSE,13,Accountant,93,61,71,82,43,94,88,,,,,,,,,,,,,,,,,,,
1070,David Mendoza,Gsling Academy,M,FALSE,1,FALSE,4,Unknown,63,72,92,82,84,82,60,,,,,,,,,,,,,,,,,,,
1071,Melissa Wright,Digital Fortress,F,FALSE,1,FALSE,1,Business Owner,81,86,84,78,63,86,73,,,,,,,,,,,,,,,,,,,
1072,Cindy Hamilton,Gsling Academy,F,FALSE,5,FALSE,27,Unknown,60,61,66,82,100,76,79,,,,,,,,,,,,,,,,,,,
1073,Nancy Walker,Digital Fortress,F,TRUE,7,FALSE,4,Business Owner,68,50,68,53,58,87,74,,,,,,,,,,,,,,,,,,,
1074,Matthew Peterson,Digital Fortress,M,FALSE,7,FALSE,8,Stock Investor,89,97,65,75,61,60,60,,,,,,,,,,,,,,,,,,,
1075,Grant Mason,Digital Fortress,M,FALSE,1,TRUE,35,Scientist,86,87,89,91,90,85,92,,,,,,,,,,,,,,,,,,,
1076,David Mays,Gsling Academy,M,FALSE,2,TRUE,7,Real Estate Developer,71,96,83,76,60,87,74,,,,,,,,,,,,,,,,,,,
1077,Sheryl Parker,Digital Fortress,F,FALSE,9,FALSE,4,Business Owner,72,69,58,79,70,50,98,,,,,,,,,,,,,,,,,,,
1078,Ross Sanchez,Digital Fortress,M,FALSE,2,FALSE,25,Unknown,74,67,90,69,83,89,68,,,,,,,,,,,,,,,,,,,
1079,Robert Barnett,Gsling Academy,M,FALSE,2,FALSE,28,Software Engineer,99,84,75,81,91,87,63,,,,,,,,,,,,,,,,,,,
1080,Dean Sims,Gsling Academy,M,FALSE,4,FALSE,19,Stock Investor,99,78,74,95,72,65,91,,,,,,,,,,,,,,,,,,,
1081,Jaime Morrison,Digital Fortress,M,FALSE,2,FALSE,16,Software Engineer,88,71,82,98,91,73,74,,,,,,,,,,,,,,,,,,,
1082,Regina Hernandez,Gsling Academy,F,FALSE,3,FALSE,6,Unknown,65,72,77,89,74,76,61,,,,,,,,,,,,,,,,,,,
1083,Margaret Smith,Digital Fortress,F,TRUE,5,FALSE,4,Business Owner,90,99,87,81,90,80,92,,,,,,,,,,,,,,,,,,,
1084,Kyle Garcia,Digital Fortress,M,FALSE,9,FALSE,34,Lawyer,91,88,79,60,82,96,83,,,,,,,,,,,,,,,,,,,
1085,Trevor Stark,Gsling Academy,M,TRUE,3,FALSE,31,Lawyer,86,92,66,66,100,99,91,,,,,,,,,,,,,,,,,,,
1086,Nathaniel Adams,Digital Fortress,M,FALSE,2,FALSE,27,Software Engineer,86,84,98,67,76,75,65,,,,,,,,,,,,,,,,,,,
1087,Gabriela Martinez,Gsling Academy,F,FALSE,4,FALSE,22,Software Engineer,92,91,85,94,69,80,71,,,,,,,,,,,,,,,,,,,
1088,Debra Walter,Gsling Academy,F,FALSE,3,TRUE,25,Banker,90,97,64,64,61,81,93,,,,,,,,,,,,,,,,,,,
1089,Kimberly Herrera,Gsling Academy,F,FALSE,3,FALSE,19,Accountant,98,69,61,62,82,87,64,,,,,,,,,,,,,,,,,,,
1090,William Fleming,Gsling Academy,M,FALSE,1,FALSE,28,Lawyer,72,93,68,62,83,98,67,,,,,,,,,,,,,,,,,,,
1091,Brandon Foster,Gsling Academy,M,TRUE,3,TRUE,34,Scientist,77,93,83,84,83,84,71,,,,,,,,,,,,,,,,,,,
1092,John Wilson,Gsling Academy,M,FALSE,10,FALSE,5,Business Owner,75,52,84,70,81,99,85,,,,,,,,,,,,,,,,,,,
1093,George Kerr,Digital Fortress,M,TRUE,1,FALSE,34,Lawyer,94,82,83,76,83,93,94,,,,,,,,,,,,,,,,,,,
1094,Kenneth Gilbert,Digital Fortress,M,FALSE,7,FALSE,34,Banker,75,88,71,62,90,78,95,,,,,,,,,,,,,,,,,,,
1095,Jodi Price,Digital Fortress,F,FALSE,0,FALSE,19,Software Engineer,91,91,66,97,62,89,82,,,,,,,,,,,,,,,,,,,
1096,Jordan Sheppard,Gsling Academy,M,FALSE,0,FALSE,13,Accountant,75,64,100,63,98,71,73,,,,,,,,,,,,,,,,,,,
1097,Tristan Martinez,Gsling Academy,M,FALSE,3,FALSE,18,Accountant,93,79,86,72,89,61,98,,,,,,,,,,,,,,,,,,,
1098,Sharon Chandler,Gsling Academy,F,FALSE,5,FALSE,1,Game Developer,86,81,80,85,62,86,69,,,,,,,,,,,,,,,,,,,
1099,Steven Allen,Gsling Academy,M,FALSE,1,FALSE,29,Unknown,92,61,96,79,97,89,78,,,,,,,,,,,,,,,,,,,
1100,Douglas Robertson,Gsling Academy,M,FALSE,5,FALSE,34,Software Engineer,90,91,61,72,64,84,72,,,,,,,,,,,,,,,,,,,
1101,Sabrina Zavala,Digital Fortress,F,FALSE,1,FALSE,31,Scientist,92,78,96,91,82,98,100,,,,,,,,,,,,,,,,,,,
1102,Corey Merritt,Digital Fortress,M,FALSE,2,FALSE,14,Accountant,90,88,71,96,72,74,80,,,,,,,,,,,,,,,,,,,
1103,Jennifer Salas,Digital Fortress,F,FALSE,6,TRUE,32,Lawyer,78,92,77,100,61,82,61,,,,,,,,,,,,,,,,,,,
1104,John Klein,Gsling Academy,M,FALSE,10,FALSE,5,Business Owner,82,58,58,91,91,55,98,,,,,,,,,,,,,,,,,,,
1105,Rachel Grant,Digital Fortress,F,FALSE,5,FALSE,33,Software Engineer,86,62,81,63,75,92,95,,,,,,,,,,,,,,,,,,,
1106,Jose Wood,Digital Fortress,M,FALSE,1,FALSE,32,Scientist,83,63,93,94,93,90,78,,,,,,,,,,,,,,,,,,,
1107,Michelle Mcdonald,Gsling Academy,F,FALSE,0,FALSE,11,Teacher,69,85,70,79,68,81,89,,,,,,,,,,,,,,,,,,,
1108,Thomas George,Digital Fortress,M,FALSE,0,FALSE,12,Banker,83,81,96,96,62,82,77,,,,,,,,,,,,,,,,,,,
1109,Charles Torres,Gsling Academy,M,FALSE,2,FALSE,24,Banker,84,63,98,70,92,78,93,,,,,,,,,,,,,,,,,,,
1110,Jonathan Finley,Gsling Academy,M,FALSE,2,TRUE,29,Banker,89,71,77,88,66,80,87,,,,,,,,,,,,,,,,,,,
1111,Diana Long,Gsling Academy,F,FALSE,0,FALSE,33,Accountant,77,99,73,83,71,82,80,,,,,,,,,,,,,,,,,,,
1112,Jonathan Johnson,Gsling Academy,M,FALSE,0,FALSE,13,Construction Engineer,94,88,98,64,99,98,96,,,,,,,,,,,,,,,,,,,
1113,Nicole Robinson,Digital Fortress,F,FALSE,3,FALSE,10,Teacher,93,64,81,74,96,94,98,,,,,,,,,,,,,,,,,,,
1114,Rebecca Mckinney,Gsling Academy,F,FALSE,3,FALSE,38,Doctor,92,88,90,94,88,92,96,,,,,,,,,,,,,,,,,,,
1115,Daniel Guerrero,Digital Fortress,M,FALSE,2,FALSE,5,Real Estate Developer,73,87,92,99,84,91,71,,,,,,,,,,,,,,,,,,,
1116,Jillian Dominguez,Gsling Academy,F,FALSE,3,TRUE,35,Unknown,90,87,100,98,91,98,96,,,,,,,,,,,,,,,,,,,
1117,Samantha Phillips,Digital Fortress,F,TRUE,10,FALSE,1,Business Owner,87,58,85,82,100,87,91,,,,,,,,,,,,,,,,,,,
1118,Dylan Rogers,Digital Fortress,M,FALSE,2,FALSE,21,Software Engineer,88,74,99,72,63,87,79,,,,,,,,,,,,,,,,,,,
1119,Brittany Spencer,Digital Fortress,F,FALSE,6,FALSE,5,Unknown,88,99,71,85,82,94,90,,,,,,,,,,,,,,,,,,,
1120,Melissa Terry,Digital Fortress,F,TRUE,1,TRUE,15,Banker,96,87,64,88,64,92,77,,,,,,,,,,,,,,,,,,,
1121,Robin Perez,Digital Fortress,F,FALSE,3,FALSE,28,Doctor,89,96,85,91,100,91,91,,,,,,,,,,,,,,,,,,,
1122,Veronica Hopkins,Digital Fortress,F,FALSE,1,FALSE,5,Real Estate Developer,58,77,69,83,94,70,97,,,,,,,,,,,,,,,,,,,
1123,Daniel Lewis,Digital Fortress,M,FALSE,2,FALSE,35,Doctor,95,98,97,94,88,99,96,,,,,,,,,,,,,,,,,,,
1124,Mallory Collins,Gsling Academy,F,FALSE,8,TRUE,28,Banker,76,69,86,72,71,79,63,,,,,,,,,,,,,,,,,,,
1125,Stephen Sosa,Digital Fortress,M,FALSE,2,FALSE,16,Construction Engineer,87,89,91,76,77,97,61,,,,,,,,,,,,,,,,,,,
1126,Andrew Hunter,Digital Fortress,M,FALSE,2,FALSE,29,Unknown,60,65,86,66,61,99,89,,,,,,,,,,,,,,,,,,,
1127,David Hartman,Gsling Academy,M,FALSE,10,FALSE,3,Business Owner,70,61,83,52,81,97,69,,,,,,,,,,,,,,,,,,,
1128,Paul Taylor,Digital Fortress,M,FALSE,6,FALSE,35,Construction Engineer,90,86,99,94,100,89,85,,,,,,,,,,,,,,,,,,,
1129,Brittany Simmons,Digital Fortress,F,FALSE,2,FALSE,29,Unknown,75,96,61,73,60,77,81,,,,,,,,,,,,,,,,,,,
1130,Emma Jones,Digital Fortress,F,FALSE,3,TRUE,14,Accountant,96,100,96,87,83,81,95,,,,,,,,,,,,,,,,,,,
1131,Matthew Aguilar,Digital Fortress,M,FALSE,2,FALSE,11,Banker,88,98,81,61,62,96,60,,,,,,,,,,,,,,,,,,,
1132,Brett Myers,Gsling Academy,M,FALSE,2,TRUE,1,Game Developer,99,60,87,94,71,93,93,,,,,,,,,,,,,,,,,,,
1133,Lisa Alexander,Gsling Academy,F,FALSE,4,FALSE,14,Teacher,86,99,64,88,84,95,97,,,,,,,,,,,,,,,,,,,
1134,Stephanie Allen,Gsling Academy,F,FALSE,4,TRUE,11,Designer,96,61,85,87,83,80,79,,,,,,,,,,,,,,,,,,,
1135,Rebecca Clark,Digital Fortress,F,FALSE,3,FALSE,28,Lawyer,87,99,70,81,62,90,91,,,,,,,,,,,,,,,,,,,
1136,Andrew Sanders,Gsling Academy,M,FALSE,6,FALSE,18,Software Engineer,89,90,96,97,87,84,63,,,,,,,,,,,,,,,,,,,
1137,Julia Day,Gsling Academy,F,FALSE,1,FALSE,31,Writer,77,98,67,67,80,90,66,,,,,,,,,,,,,,,,,,,
1138,Amber Levy,Digital Fortress,F,TRUE,6,FALSE,2,Business Owner,57,71,51,59,84,74,68,,,,,,,,,,,,,,,,,,,
1139,Nicole Daniel,Digital Fortress,F,FALSE,0,FALSE,32,Accountant,88,93,91,92,53,65,88,,,,,,,,,,,,,,,,,,,
1140,Sarah Wells,Digital Fortress,F,FALSE,3,FALSE,3,Real Estate Developer,56,75,78,82,98,99,81,,,,,,,,,,,,,,,,,,,
1141,Laura Stone,Gsling Academy,F,TRUE,1,FALSE,33,Accountant,94,79,64,79,96,98,93,,,,,,,,,,,,,,,,,,,
1142,Katherine Glenn,Gsling Academy,F,FALSE,3,FALSE,4,Business Owner,57,71,76,59,58,84,73,,,,,,,,,,,,,,,,,,,
1143,Catherine Mccall,Digital Fortress,F,TRUE,4,FALSE,0,Business Owner,81,86,68,65,87,78,82,,,,,,,,,,,,,,,,,,,
1144,Tammy Andrews,Gsling Academy,F,FALSE,2,FALSE,10,Stock Investor,96,83,64,84,98,79,99,,,,,,,,,,,,,,,,,,,
1145,Kathryn Powell,Gsling Academy,F,FALSE,8,FALSE,11,Banker,97,66,76,80,81,82,64,,,,,,,,,,,,,,,,,,,
1146,Michael Lutz,Gsling Academy,M,FALSE,3,FALSE,5,Game Developer,86,76,92,86,75,67,79,,,,,,,,,,,,,,,,,,,
1147,Brian Myers,Digital Fortress,M,FALSE,4,FALSE,33,Doctor,94,74,95,82,100,63,97,,,,,,,,,,,,,,,,,,,
1148,Maria Adams,Digital Fortress,F,FALSE,2,TRUE,29,Software Engineer,88,83,94,80,97,95,78,,,,,,,,,,,,,,,,,,,
1149,Ronnie Nguyen,Gsling Academy,M,FALSE,3,FALSE,26,Unknown,84,74,74,67,72,99,65,,,,,,,,,,,,,,,,,,,
1150,Daniel Stephens,Gsling Academy,M,FALSE,1,FALSE,25,Stock Investor,85,82,88,62,71,71,75,,,,,,,,,,,,,,,,,,,
1151,Brandon Oliver,Gsling Academy,M,FALSE,2,TRUE,30,Unknown,78,89,95,71,68,71,69,,,,,,,,,,,,,,,,,,,
1152,David Vazquez,Gsling Academy,M,FALSE,2,FALSE,13,Unknown,86,66,77,74,84,72,95,,,,,,,,,,,,,,,,,,,
1153,Desiree Moore,Gsling Academy,F,FALSE,1,FALSE,25,Software Engineer,99,98,80,83,89,68,61,,,,,,,,,,,,,,,,,,,
1154,Jessica Turner,Digital Fortress,F,FALSE,0,FALSE,15,Teacher,67,64,99,84,100,81,78,,,,,,,,,,,,,,,,,,,
1155,Scott Bishop,Digital Fortress,M,FALSE,6,FALSE,10,Banker,84,94,60,83,97,75,97,,,,,,,,,,,,,,,,,,,
1156,Cassandra Flores,Gsling Academy,F,TRUE,3,TRUE,0,Artist,72,62,96,95,97,71,83,,,,,,,,,,,,,,,,,,,
1157,Miguel Hernandez,Digital Fortress,M,TRUE,1,FALSE,17,Designer,74,88,99,92,93,85,81,,,,,,,,,,,,,,,,,,,
1158,Brittany Welch,Digital Fortress,F,TRUE,5,FALSE,4,Business Owner,74,74,83,52,70,87,95,,,,,,,,,,,,,,,,,,,
1159,Robert Ross,Gsling Academy,M,FALSE,3,FALSE,32,Lawyer,91,92,64,69,82,94,61,,,,,,,,,,,,,,,,,,,
1160,Jennifer White,Gsling Academy,F,FALSE,5,FALSE,34,Accountant,77,66,94,77,49,83,64,,,,,,,,,,,,,,,,,,,
1161,Rebecca Smith,Digital Fortress,F,FALSE,7,FALSE,8,Government Officer,87,90,91,60,95,67,62,,,,,,,,,,,,,,,,,,,
1162,Jessica Ferrell,Gsling Academy,F,FALSE,1,TRUE,3,Unknown,60,70,61,63,61,71,73,,,,,,,,,,,,,,,,,,,
1163,Jeremy Montgomery,Gsling Academy,M,FALSE,1,TRUE,3,Business Owner,92,84,86,80,73,97,88,,,,,,,,,,,,,,,,,,,
1164,Angel Gilbert,Gsling Academy,F,TRUE,9,FALSE,4,Business Owner,71,89,63,50,63,64,69,,,,,,,,,,,,,,,,,,,
1165,Rebecca Roman,Digital Fortress,F,FALSE,1,FALSE,2,Artist,62,100,91,75,99,76,78,,,,,,,,,,,,,,,,,,,
1166,Frank Lopez,Gsling Academy,M,FALSE,0,FALSE,0,Real Estate Developer,100,85,81,91,75,64,83,,,,,,,,,,,,,,,,,,,
1167,Thomas Hernandez,Digital Fortress,M,FALSE,5,TRUE,3,Game Developer,94,65,100,77,66,96,68,,,,,,,,,,,,,,,,,,,
1168,Crystal Miller,Gsling Academy,F,FALSE,4,FALSE,4,Artist,98,80,66,94,86,72,86,,,,,,,,,,,,,,,,,,,
1169,Nicholas Wallace,Digital Fortress,M,FALSE,3,FALSE,21,Construction Engineer,94,81,88,81,71,92,73,,,,,,,,,,,,,,,,,,,
1170,Arthur Brown,Digital Fortress,M,FALSE,3,FALSE,4,Game Developer,92,69,93,67,79,84,69,,,,,,,,,,,,,,,,,,,
1171,Corey Monroe,Gsling Academy,M,FALSE,5,TRUE,1,Business Owner,50,87,93,84,86,73,74,,,,,,,,,,,,,,,,,,,
1172,Angel Green,Gsling Academy,F,FALSE,7,FALSE,49,Doctor,99,98,94,96,95,88,92,,,,,,,,,,,,,,,,,,,
1173,Tina Anderson,Gsling Academy,F,FALSE,3,FALSE,12,Teacher,70,68,89,60,79,85,66,,,,,,,,,,,,,,,,,,,
1174,Rebecca Khan,Digital Fortress,F,FALSE,6,FALSE,9,Government Officer,92,93,86,61,78,80,62,,,,,,,,,,,,,,,,,,,
1175,Terry Dean,Gsling Academy,M,TRUE,1,FALSE,20,Banker,82,70,86,66,97,93,91,,,,,,,,,,,,,,,,,,,
1176,Tyler Martin,Digital Fortress,M,FALSE,7,TRUE,16,Construction Engineer,83,73,82,62,92,68,76,,,,,,,,,,,,,,,,,,,
1177,Derrick Hartman,Digital Fortress,M,FALSE,1,FALSE,13,Stock Investor,84,85,64,74,79,92,64,,,,,,,,,,,,,,,,,,,
1178,Mark Stevens,Gsling Academy,M,FALSE,0,FALSE,30,Unknown,60,71,91,83,93,88,97,,,,,,,,,,,,,,,,,,,
1179,Scott Tate,Digital Fortress,M,FALSE,3,FALSE,7,Unknown,67,60,99,60,82,81,63,,,,,,,,,,,,,,,,,,,
1180,Melissa Deleon,Gsling Academy,F,FALSE,3,FALSE,38,Doctor,96,92,93,91,88,90,88,,,,,,,,,,,,,,,,,,,
1181,Nicole Newman,Gsling Academy,F,FALSE,4,FALSE,7,Stock Investor,97,63,61,77,74,94,61,,,,,,,,,,,,,,,,,,,
1182,Brent Burton,Digital Fortress,M,FALSE,1,FALSE,8,Unknown,89,62,79,60,93,77,73,,,,,,,,,,,,,,,,,,,
1183,Victor Bright,Gsling Academy,M,FALSE,0,FALSE,8,Real Estate Developer,68,95,62,65,70,65,64,,,,,,,,,,,,,,,,,,,
1184,Kenneth Turner,Gsling Academy,M,FALSE,9,TRUE,11,Construction Engineer,82,85,94,75,97,98,76,,,,,,,,,,,,,,,,,,,
1185,Lisa Bailey,Gsling Academy,F,FALSE,3,TRUE,30,Software Engineer,85,78,99,81,60,83,75,,,,,,,,,,,,,,,,,,,
1186,Nancy Fowler,Digital Fortress,F,FALSE,3,TRUE,11,Unknown,86,66,84,86,74,91,66,,,,,,,,,,,,,,,,,,,
1187,Gabriel Wilson,Digital Fortress,M,FALSE,2,FALSE,35,Accountant,87,86,89,94,93,91,88,,,,,,,,,,,,,,,,,,,
1188,Andrea Barrett,Gsling Academy,F,FALSE,7,FALSE,4,Business Owner,98,81,58,78,91,74,75,,,,,,,,,,,,,,,,,,,
1189,Jessica Williams,Digital Fortress,F,FALSE,9,TRUE,6,Real Estate Developer,91,94,75,86,84,67,97,,,,,,,,,,,,,,,,,,,
1190,Hector Cox,Digital Fortress,M,FALSE,1,FALSE,33,Doctor,100,90,89,91,86,75,72,,,,,,,,,,,,,,,,,,,
1191,Michelle Mendoza,Digital Fortress,F,FALSE,1,FALSE,1,Real Estate Developer,50,60,70,75,100,62,100,,,,,,,,,,,,,,,,,,,
1192,Adam Wallace,Digital Fortress,M,FALSE,3,FALSE,11,Designer,75,92,70,62,87,87,98,,,,,,,,,,,,,,,,,,,
1193,Kelly Harris,Gsling Academy,F,FALSE,7,FALSE,21,Stock Investor,86,62,81,63,92,75,79,,,,,,,,,,,,,,,,,,,
1194,Anthony Clark,Digital Fortress,M,FALSE,3,FALSE,24,Banker,80,66,67,72,78,99,67,,,,,,,,,,,,,,,,,,,
1195,Randall Wyatt,Digital Fortress,M,FALSE,7,FALSE,4,Business Owner,56,66,92,74,79,80,68,,,,,,,,,,,,,,,,,,,
1196,Ryan Sutton,Digital Fortress,M,FALSE,1,FALSE,1,Game Developer,91,72,85,78,92,82,85,,,,,,,,,,,,,,,,,,,
1197,Rick Garcia,Digital Fortress,M,FALSE,1,TRUE,12,Construction Engineer,94,65,90,79,97,76,75,,,,,,,,,,,,,,,,,,,
1198,Frank Schmitt,Gsling Academy,M,FALSE,7,FALSE,28,Construction Engineer,81,82,99,86,88,60,89,,,,,,,,,,,,,,,,,,,
1199,Alan Mcgrath,Gsling Academy,M,FALSE,2,FALSE,20,Accountant,94,82,91,94,100,99,69,,,,,,,,,,,,,,,,,,,
1200,Lauren Gomez,Digital Fortress,F,FALSE,3,FALSE,35,Doctor,99,89,93,87,86,90,96,,,,,,,,,,,,,,,,,,,
